unnamed:_0,flight_number,origin_station_code,destination_station_code,scheduled_departure_date,arrival_delay_group,departure_delay_group,entity,verbatim_text,seat_factor_band,ques_verbatim_text,loyalty_program_level,fleet_type_description,fleet_usage,response_group,sentiments,transformed_text
7974,4677,DEX,LIX,2022-09-21,Delayed,Early & Ontime,Domestic,,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier silver,ERJ-175,Express,member,Neutral,
7975,2216,EWX,LAX,2022-09-22,Delayed,Early & Ontime,Domestic,Pre pandemic the meals were quite delicious and excellent choices and with menu. It seems United is using the pandemic and related issues as an excuse to deliver a subpar product for its Polaris customers. The new catering contractors have yet to impress me.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier 1k,B777-200,Mainline,member,Neutral,pre pandem meal quit delici excel choic menu seem unit use pandem relat issu excus deliv subpar product polari custom new cater contractor yet impress
7976,1947,IAX,IAX,2022-09-22,Early & Ontime,Delayed,Domestic,Food has been the same for the last six months.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier 1k,B767-400,Mainline,member,Neutral,food last six month
7977,880,LHX,IAX,2022-09-22,Early & Ontime,Early & Ontime,Atlantic,"No sundae, small tub ice cream offered. Limited spirits.",0 to 70,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,global services,B777-200,Mainline,member,Neutral,sunda small tub ice cream offer limit spirit
7978,6160,STX,IAX,2022-09-22,Early & Ontime,Early & Ontime,Domestic,Thank you for remembering my birthday on Sep 22nd. Flight attendant had a card put on my seat. Very thoughtful.,70+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier 1k,ERJ-175,Express,member,Neutral,thank rememb birthday sep 22nd flight attend card put seat thought
7979,218,PDX,EWX,2022-09-22,Delayed,Early & Ontime,Atlantic,no.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier gold,B737-MAX8,Mainline,member,Neutral,
7980,306,BOX,IAX,2022-09-22,Delayed,Delayed,Domestic,,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,A320-200,Mainline,member,Neutral,
7981,567,IAX,CVX,2022-09-22,Early & Ontime,Early & Ontime,Domestic,"I liked the overal experience. However I must point out that I ordered the burger. The meat itself tasted okay, however the bun was too hard to even bit through the top, and the bottom was soggy on one side. I would also have appreciated knowing if the burger was 100% beef or not, because this was not stated on the meal choice.",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier gold,A319-100,Mainline,member,Neutral,like over experi howev must point order burger meat tast okay howev bun hard even bit top bottom soggi one side would also appreci know burger 100 beef state meal choic
7982,567,IAX,CVX,2022-09-22,Early & Ontime,Early & Ontime,Domestic,The sparkling wine was ok but could (should) have been much better if it had been a Cava or a Cremant rather than Prosecco.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,global services,A319-100,Mainline,member,Neutral,sparkl wine ok could much better cava cremant rather prosecco
7983,1167,SAX,EWX,2022-09-22,Delayed,Delayed,Domestic,No.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-800,Mainline,member,Neutral,
7984,901,LHX,SFX,2022-09-22,Delayed,Early & Ontime,Atlantic,No. Everything was perfect.,0 to 70,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B777-200,Mainline,member,Neutral,everyth perfect
7985,3578,YYX,EWX,2022-09-22,Delayed,Delayed,Domestic,Short flight did not serve much.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,ERJ-175,Express,non-member,Neutral,short flight serv much
7986,413,SFX,MEX,2022-09-22,Early & Ontime,Early & Ontime,Latin,,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier 1k,A319-100,Mainline,member,Neutral,
7987,4643,BNX,ORX,2022-09-22,Early & Ontime,Early & Ontime,Domestic,,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,ERJ-175,Express,member,Neutral,
7988,2161,IAX,ATX,2022-09-22,Early & Ontime,Early & Ontime,Domestic,,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier platinum,B737-700,Mainline,member,Neutral,
7989,729,DEX,PDX,2022-09-23,Early & Ontime,Early & Ontime,Domestic,No.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,A319-100,Mainline,non-member,Neutral,
7990,2044,IAX,RTX,2022-09-23,Early & Ontime,Early & Ontime,Latin,Take credit cards.,0 to 70,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-800,Mainline,member,Neutral,take credit card
7991,4686,DEX,MSX,2022-09-18,Early & Ontime,Early & Ontime,Domestic,No gluten free options.,0 to 70,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,CRJ-200,Express,member,Neutral,gluten free option
7992,571,EWX,RDX,2022-09-23,Early & Ontime,Early & Ontime,Domestic,,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,A320-200,Mainline,non-member,Neutral,
7993,2131,SMX,DEX,2022-09-23,Early & Ontime,Early & Ontime,Domestic,No.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier platinum,B737-900,Mainline,member,Neutral,
7994,1212,DEX,PIX,2022-09-24,Early & Ontime,Early & Ontime,Domestic,Needs more variety.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier silver,B737-800,Mainline,member,Neutral,need varieti
7995,5561,ORX,ABX,2022-09-24,Early & Ontime,Delayed,Domestic,I enjoyed the Buffalo Trace option offered.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier 1k,ERJ-175,Express,member,Neutral,enjoy buffalo trace option offer
7996,1716,MCX,ORX,2022-09-24,Early & Ontime,Delayed,Domestic,"The food that is served on United flights is ALWAYS very good tasting!!!. I actually look forward to the ""meal service"".",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,A320-200,Mainline,member,Neutral,food serv unit flight alway good tast actual look forward meal servic
7997,2349,LGX,ORX,2022-09-24,Early & Ontime,Early & Ontime,Domestic,,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-800,Mainline,member,Neutral,
7998,3582,SAX,IAX,2022-09-24,Early & Ontime,Early & Ontime,Domestic,No.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,ERJ-175,Express,member,Neutral,
7999,1843,IAX,DEX,2022-09-24,Early & Ontime,Early & Ontime,Domestic,"More choices and changing them up would be appreciated. Maybe a string cheese, choice of chips, cuties, mini kind bar would be a nice change.",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier platinum,B737-900,Mainline,member,Neutral,choic chang would appreci mayb string chees choic chip cuti mini kind bar would nice chang
8000,782,SMX,ORX,2022-09-24,Early & Ontime,Early & Ontime,Domestic,The crewmember was really nice.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,A319-100,Mainline,member,Neutral,crewmemb realli nice
8001,1919,IAX,MCX,2022-09-23,Early & Ontime,Early & Ontime,Domestic,,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-MAX8,Mainline,member,Neutral,
8002,1919,IAX,MCX,2022-09-23,Early & Ontime,Early & Ontime,Domestic,Thank you.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-MAX8,Mainline,member,Neutral,thank
8003,201,GUX,HNX,2022-09-24,Early & Ontime,Early & Ontime,Pacific,food i wanted popcorn it was not available.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier gold,B777-300,Mainline,member,Neutral,food want popcorn avail
8004,201,GUX,HNX,2022-09-24,Early & Ontime,Early & Ontime,Pacific,My chicken entree was served with a side dish that seemed like was supposed to be fried rice but it was cold and hard. Not edible.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B777-300,Mainline,member,Neutral,chicken entre serv side dish seem like suppos fri rice cold hard edibl
8005,2637,CLX,MCX,2022-09-24,Early & Ontime,Early & Ontime,Domestic,Allergy friendly (Gluten free/paleo) options are not hard come by — Why are are they not being offered????. This is not new!!. Get with it!!. Huge ding!!!.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier gold,B737-800,Mainline,member,Neutral,allergi friendli gluten option hard come offer new get huge ding
8006,5504,TUX,SFX,2022-09-24,Early & Ontime,Early & Ontime,Domestic,No.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,CRJ-200,Express,member,Neutral,
8007,1568,MEX,IAX,2022-09-24,Early & Ontime,Early & Ontime,Latin,,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,A320-200,Mainline,non-member,Neutral,
8008,2024,ORX,CLX,2022-09-24,Early & Ontime,Delayed,Domestic,It is not clear what is free and what is to be purchased. Most airlines automatically offer soft drinks and water for free with your ticket. It was not obvious if the soft drinks were a choice or not.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,A319-100,Mainline,member,Neutral,clear free purchas airlin automat offer soft drink water free ticket obviou soft drink choic
8009,1935,LAX,DEX,2022-09-24,Early & Ontime,Early & Ontime,Domestic,Stale pretzels were not good first class deserves better.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier 1k,B737-MAX9,Mainline,member,Neutral,stale pretzel good first class deserv better
8010,5455,DEX,MRX,2022-09-24,Delayed,Early & Ontime,Domestic,Too small size way too small we need fluid!.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,CRJ-200,Express,member,Neutral,small size way small need fluid
8011,84,DEX,EWX,2022-09-25,Delayed,Delayed,Atlantic,Vegetarian options are fewer. food is average.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B787-9,Mainline,member,Neutral,vegetarian option fewer food averag
8012,84,DEX,EWX,2022-09-25,Delayed,Delayed,Atlantic,Business class food was not so great. The choice I selected was not available.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier 1k,B787-9,Mainline,member,Neutral,busi class food great choic select avail
8013,478,BOX,SFX,2022-09-25,Early & Ontime,Early & Ontime,Domestic,get new vendor.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier 1k,B737-MAX9,Mainline,member,Neutral,get new vendor
8014,478,BOX,SFX,2022-09-25,Early & Ontime,Early & Ontime,Domestic,I have noticed on my last 2 flights you ru out of the Takeoff box very quickly.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier silver,B737-MAX9,Mainline,member,Neutral,notic last 2 flight ru takeoff box quickli
8015,4800,JAX,IAX,2022-09-25,Early & Ontime,Delayed,Domestic,no food served.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,ERJ-175,Express,member,Neutral,food serv
8016,250,TFX,EWX,2022-09-25,Delayed,Early & Ontime,Atlantic,Good selection of beverages on board.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier silver,B757-200,Mainline,member,Neutral,good select beverag board
8017,52,EWX,MAX,2022-09-25,Early & Ontime,Delayed,Atlantic,"Para mi gusto, todo súper bien, lo único que el Postre no fue de mi agrado!.",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B767-400,Mainline,non-member,Neutral,para mi gusto todo súper bien lo único que el postr fue de mi agrado
8018,1502,IAX,LGX,2022-09-25,Delayed,Delayed,Domestic,,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B737-800,Mainline,non-member,Neutral,
8019,5213,IAX,OMX,2022-09-23,Early & Ontime,Early & Ontime,Domestic,,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,ERJ-175,Express,member,Neutral,
8020,51,MAX,EWX,2022-09-26,Early & Ontime,Early & Ontime,Atlantic,"I loved the pasta, the salad it came with. the turkey sandwich was so good too.",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B767-400,Mainline,non-member,Neutral,love pasta salad came turkey sandwich good
8021,2633,EWX,SFX,2022-09-26,Delayed,Delayed,Domestic,Wish United could offer a diet non caffeine soda. Like diet 7up.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier gold,B777-300,Mainline,member,Neutral,wish unit could offer diet non caffein soda like diet 7up
8022,2633,EWX,SFX,2022-09-26,Delayed,Delayed,Domestic,I would like higher quality food.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B777-300,Mainline,member,Neutral,would like higher qualiti food
8023,590,DEX,EUX,2022-09-25,Delayed,Delayed,Domestic,"Yes, the ginger ale was flat.",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-800,Mainline,member,Neutral,ye ginger ale flat
8024,2370,PVX,DEX,2022-09-26,Delayed,Early & Ontime,Latin,,70+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,A320-200,Mainline,member,Neutral,
8025,742,YVX,DEX,2022-09-25,Delayed,Early & Ontime,Domestic,,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-800,Mainline,member,Neutral,
8026,1781,SFX,TPX,2022-09-25,Early & Ontime,Early & Ontime,Domestic,,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-800,Mainline,member,Neutral,
8027,922,LHX,EWX,2022-09-26,Delayed,Delayed,Atlantic,One chicken dish was excessively spicy.,0 to 70,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B767-300,Mainline,non-member,Neutral,one chicken dish excess spici
8028,922,LHX,EWX,2022-09-26,Delayed,Delayed,Atlantic,Strange change to meal service: Flight attendants removed wine glasses from meal trays as they were served and did not offer any beverages with dinner.,0 to 70,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,global services,B767-300,Mainline,member,Neutral,strang chang meal servic flight attend remov wine glass meal tray serv offer beverag dinner
8029,688,EWX,IAX,2022-09-27,Early & Ontime,Early & Ontime,Domestic,The tea was tepid and had been pre-brewed. The teabags had been allowed to seep too long.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B767-300,Mainline,member,Neutral,tea tepid teabag allow seep long
8030,1878,IAX,LAX,2022-09-27,Early & Ontime,Early & Ontime,Domestic,No.,70+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B777-200,Mainline,member,Neutral,
8031,38,EDX,EWX,2022-09-27,Early & Ontime,Delayed,Atlantic,,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B757-200,Mainline,non-member,Neutral,
8032,5818,DEX,GJX,2022-09-27,Early & Ontime,Early & Ontime,Domestic,,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,ERJ-175,Express,member,Neutral,
8033,423,DEX,BOX,2022-09-27,Early & Ontime,Early & Ontime,Domestic,"flight attendants were great, thanks.",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-MAX9,Mainline,member,Neutral,flight attend great thank
8034,932,ORX,LHX,2022-09-27,Delayed,Early & Ontime,Atlantic,,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,global services,B767-300,Mainline,member,Neutral,
8035,2357,SFX,AUX,2022-09-28,Early & Ontime,Early & Ontime,Domestic,How do we know if inflight can be purchased with miles or not.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,A319-100,Mainline,member,Neutral,know inflight purchas mile
8036,940,LHX,SFX,2022-09-28,Delayed,Delayed,Atlantic,"We were not offered a second drink, so we asked for it.",80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B787-9,Mainline,member,Neutral,offer second drink ask
8037,940,LHX,SFX,2022-09-28,Delayed,Delayed,Atlantic,,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B787-9,Mainline,member,Neutral,absolut love food flight want say vegetarian option dinner also happen vegan would greatli enjoy see vegan dessert option well cook vegan breakfast option beyond fruit also thrill dinner ask addit food avail flight attend kindli serv second vegan dinner still hungri first meal truli help serv second dinner also happi breakfast servic flight attend gave extra fruit sinc cook vegan breakfast option pleas recommend unit friend famili keep great work
8038,2293,EWX,DEX,2022-09-27,Delayed,Delayed,Domestic,"We had two options Eggs or Waffles. I picked waffles b/c it sounded nice to have a waffle. My husband picked eggs and they had ham in them. Neither of us eats meat. As a vegetarian, I recognize it is my choice to not eat meat. I do want to know the information so I can make informed choices. No one presented information to us about what the meal included. Eggs to me sound like just eggs, I would not assume there is meat in it unless it was presented as Eggs and Meat. Just a little elevated touch.",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B787-9,Mainline,member,Neutral,two option egg waffl pick waffl sound nice waffl husband pick egg ham neither us eat meat vegetarian recogn choic eat meat want know inform make inform choic one present inform us meal includ egg sound like egg would assum meat unless present egg meat littl elev touch
8039,91,EWX,TLX,2022-09-28,Delayed,Delayed,Atlantic,,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B787-10,Mainline,member,Neutral,
8040,941,EWX,LHX,2022-09-28,Early & Ontime,Early & Ontime,Atlantic,,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B767-300,Mainline,non-member,Neutral,breakfast ran egg option time got seat rather disappoint altern yogurt hard biscotti
8041,941,EWX,LHX,2022-09-28,Early & Ontime,Early & Ontime,Atlantic,We asked for a coffee at one point and they made some especially for us. Felt very well taken care of.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B767-300,Mainline,non-member,Neutral,ask coffe one point made especi us felt well taken care
8042,935,EWX,LHX,2022-09-29,Early & Ontime,Early & Ontime,Atlantic,,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier gold,B767-300,Mainline,member,Neutral,serv breakfast morn flight would appropri serv lunch instead breakfast consid time destin
8043,5968,OTX,SFX,2022-09-29,Early & Ontime,Early & Ontime,Domestic,"I had a cup of HOT tea, because I was FROZEN in that plane. The nice flight attendant asked to turn on some heat, which helped immensely .",70+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,ERJ-175,Express,member,Neutral,cup hot tea frozen plane nice flight attend ask turn heat help immens
8044,1625,EWX,STX,2022-09-29,Delayed,Delayed,Latin,Everything is fine . Thank you.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-900,Mainline,member,Neutral,everyth fine thank
8045,65,EWX,LIX,2022-09-29,Early & Ontime,Delayed,Atlantic,"There should ne a fish option, for those who do not eat any meat.",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B787-10,Mainline,member,Neutral,ne fish option eat meat
8046,4583,EWX,RIX,2022-09-29,Delayed,Early & Ontime,Domestic,,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,CRJ-550,Express,non-member,Neutral,
8047,743,IAX,DFX,2022-09-28,Early & Ontime,Early & Ontime,Domestic,"It would be great if pre-flight drinks in the morning for first class included the champagne option, in addition to the water and OJ. Several flights I have been on there have been a couple people that would like a cup of champagne before take-off, even if it is just 8am!.",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier 1k,A319-100,Mainline,member,Neutral,would great drink morn first class includ champagn option addit water oj sever flight coupl peopl would like cup champagn even 8am
8048,991,SFX,CDX,2022-09-30,Delayed,Delayed,Atlantic,The food is still not great. Getting better but other airlines like jet blue Air France just so much better.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier 1k,B777-200,Mainline,member,Neutral,food still great get better airlin like jet blue air franc much better
8049,4399,RIX,EWX,2022-09-30,Early & Ontime,Early & Ontime,Domestic,Meals healthy and light.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,CRJ-550,Express,member,Neutral,meal healthi light
8050,432,BOX,ORX,2022-09-29,Delayed,Delayed,Domestic,Go back to two cheeses in the “take off” - please.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier 1k,B737-900,Mainline,member,Negative,go back two chees take pleas
8051,385,DEX,HNX,2022-09-01,Delayed,Delayed,Domestic,Salad was great lunch butternut squash not so great but edible.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B777-200,Mainline,member,Neutral,salad great lunch butternut squash great edibl
8052,22,AMX,IAX,2022-09-01,Delayed,Delayed,Atlantic,On the flight from Houston to Amsterdam. They just did not pass around water enough times. I did not sleep. I only saw them come with some water once on the 9 hour flight other then the meals.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B777-200,Mainline,non-member,Neutral,flight houston amsterdam pass around water enough time sleep saw come water 9 hour flight meal
8053,2058,YVX,IAX,2022-09-01,Delayed,Delayed,Domestic,Keep on doing what is already being done.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B737-900,Mainline,non-member,Neutral,keep alreadi done
8054,3947,IAX,CHX,2022-09-01,Delayed,Early & Ontime,Domestic,didn't get anything.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,CRJ-200,Express,non-member,Neutral,get anyth
8055,1743,IAX,SFX,2022-09-01,Early & Ontime,Early & Ontime,Domestic,"When you pay $1,600 for a first class ticket you do not like being passed by in the food selection process by upgraders.",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-MAX9,Mainline,member,Neutral,pay first class ticket like pass food select process upgrad
8056,1191,EWX,LAX,2022-09-01,Early & Ontime,Delayed,Domestic,No.,0 to 70,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B787-10,Mainline,member,Neutral,
8057,3641,EWX,YQX,2022-09-01,Delayed,Early & Ontime,Domestic,,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,ERJ-175,Express,non-member,Neutral,
8058,1174,SJX,EWX,2022-09-01,Early & Ontime,Early & Ontime,Latin,,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B767-400,Mainline,member,Neutral,
8059,1859,IAX,AUX,2022-09-02,Delayed,Early & Ontime,Domestic,Would prefer to have more food.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,A319-100,Mainline,non-member,Neutral,would prefer food
8060,1448,YVX,DEX,2022-09-02,Delayed,Early & Ontime,Domestic,,70+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier gold,A320-200,Mainline,member,Neutral,
8061,1114,ORX,MSX,2022-09-02,Delayed,Delayed,Domestic,It was a pleasant surprise to have beverages offered prior to leaving the gate in first class. That has not happened in a while.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier gold,A320-200,Mainline,member,Neutral,pleasant surpris beverag offer prior leav gate first class happen
8062,457,AUX,DEX,2022-09-02,Delayed,Early & Ontime,Domestic,The app had my card on wallet however flight attendant was not able to verify that. I was not able to purchase food or beverages.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier silver,A319-100,Mainline,member,Neutral,app card wallet howev flight attend abl verifi abl purchas food beverag
8063,523,SFX,JFX,2022-09-01,Early & Ontime,Early & Ontime,Domestic,Wish they could have more diet drinks without caffeine.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B757-200,Mainline,non-member,Neutral,wish could diet drink without caffein
8064,4635,ASX,DEX,2022-09-01,Delayed,Delayed,Domestic,"Too much turbulence to have service, which is understandable on such a short flight.",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,CRJ-700,Express,member,Neutral,much turbul servic understand short flight
8065,387,DBX,EWX,2022-09-03,Early & Ontime,Early & Ontime,Atlantic,The portion size and variety were fine. The service was EXCELLENT!. My only thing about Food is that the quality was just fine. I had a biz class ticket and wanted Beef but was told there was not enough available and so I had to choose a back up choice chicken. The chicken was dry and not that tasty at all.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier platinum,B767-300,Mainline,member,Neutral,portion size varieti fine servic excel thing food qualiti fine biz class ticket want beef told enough avail choos back choic chicken chicken dri tasti
8066,1844,MIX,ORX,2022-09-03,Delayed,Early & Ontime,Domestic,Gluten free.,0 to 70,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-700,Mainline,member,Neutral,gluten free
8067,1207,SFX,DFX,2022-09-03,Early & Ontime,Delayed,Domestic,Service was efficient and friendly.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,A319-100,Mainline,member,Neutral,servic effici friendli
8068,1658,MYX,EWX,2022-09-03,Early & Ontime,Early & Ontime,Domestic,NA.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,A320-200,Mainline,member,Neutral,
8069,2043,PHX,ORX,2022-09-03,Early & Ontime,Early & Ontime,Domestic,Coffee was a surprising delight.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-900,Mainline,member,Neutral,coffe surpris delight
8070,2383,TUX,IAX,2022-09-03,Early & Ontime,Early & Ontime,Domestic,,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-900,Mainline,member,Neutral,
8071,3490,EWX,ROX,2022-09-03,Early & Ontime,Early & Ontime,Domestic,"Healthy foods to supply, if can!.",80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier silver,ERJ-170,Express,member,Neutral,healthi food suppli
8072,2493,SEX,IAX,2022-09-03,Early & Ontime,Early & Ontime,Domestic,"More if it, please.",80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-900,Mainline,member,Negative,pleas
8073,1206,KOX,LAX,2022-09-04,Early & Ontime,Early & Ontime,Domestic,no chargers on a flight with no in-seat devices that is over 5 hours was a big downside. I am usually loyal to American. I will be going back after this experience overall.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-800,Mainline,member,Neutral,charger flight devic 5 hour big downsid usual loyal american go back experi overal
8074,1769,MCX,EWX,2022-09-04,Early & Ontime,Early & Ontime,Domestic,Pretzels stale.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-MAX8,Mainline,member,Neutral,pretzel stale
